QikProp_.stars	QikProp_.amine	QikProp_.acid	QikProp_.amide	QikProp_.rotor	QikProp_.rtvFG	QikProp_CNS	QikProp_mol_MW	QikProp_dipole	QikProp_SASA	QikProp_FOSA	QikProp_FISA	QikProp_PISA	QikProp_WPSA	QikProp_volume	QikProp_donorHB	QikProp_accptHB	QikProp_dip.2.V	QikProp_ACxDN..5.SA	QikProp_glob	QikProp_QPpolrz	QikProp_QPlogPC16	QikProp_QPlogPoct	QikProp_QPlogPw	QikProp_QPlogPo.w	QikProp_QPlogS	QikProp_CIQPlogS	QikProp_QPlogHERG	QikProp_QPPCaco	QikProp_QPlogBB	QikProp_QPPMDCK	QikProp_QPlogKp	QikProp_IP.eV.	QikProp_EA.eV.	QikProp_.metab	QikProp_QPlogKhsa	QikProp_HumanOralAbsorption	QikProp_PercentHumanOralAbsorption	QikProp_SAfluorine	QikProp_SAamideO	QikProp_PSA	QikProp_.NandO	QikProp_RuleOfFive	QikProp_.ringatoms	QikProp_.in56	QikProp_.noncon	QikProp_.nonHatm	QikProp_RuleOfThree	QikProp_ACxDN..5.SAxSASA.MW	Activity
3	0	0	0	1	0	2	223.486	5.699	382.061	82.023	40.725	87.327	171.986	609.52	0	2	0.0532947	0	0.9099639	18.431	6.076	7.834	3.319	2.747	-3.23	-3.251	-3.405	4071.046	0.597	10000	-1.866	9.61	0.997	0	-0.19	3	100	0	0	25.448	1	0	6	6	0	12	0	0	5.05
2	0	0	0	1	0	2	196.463	5.785	341.245	0	54.554	106.359	180.331	527.008	1.5	1	0.0635051	0.0035891	0.9246501	15.31	5.965	8.688	4.659	3.311	-1.936	-2.985	-3.258	3009.967	0.52	10000	-2.054	8.443	0.139	1	-0.284	3	100	0	0	25.106	1	0	6	6	0	10	0	0.00623406	4.74
2	0	0	0	1	0	2	230.908	2.803	362.261	0	47.447	68.285	246.53	567.791	1.5	1	0.0138342	0.0033808	0.9153814	16.579	6.461	8.666	4.426	3.211	-2.848	-3.693	-3.227	3515.287	0.731	10000	-2.057	8.643	0.434	2	-0.174	3	100	0	0	23.852	1	0	6	6	0	11	0	0.00530398	5.93
3	0	0	0	1	0	1	136.193	1.989	356.279	228.088	35.234	92.957	0	557.712	1	0.75	0.0070945	0.0021051	0.9197029	16.411	4.632	6.417	3.431	2.229	-1.692	-1.906	-3.275	4589.569	0.226	2568.308	-1.745	8.93	-0.364	4	-0.1	3	100	0	0	18.244	1	0	6	6	0	10	0	0.00550691	4.22
10	0	0	0	1	0	2	82.145	0.549	304.88	245.636	0	59.243	0	452.266	0	0	0.0006659	0	0.9346145	11.869	2.912	2.677	-0.724	2.669	-2.536	-2.524	-2.873	9906.038	0.684	5899.293	-1.215	9.594	-0.716	2	-0.112	3	100	0	0	0	0	0	0	0	0	6	0	0	4.08
4	0	0	0	1	0	2	197.448	2.107	342.358	0	47.862	98.349	196.147	525.183	1	0.75	0.0084547	0.0021907	0.9195145	15.161	5.784	7.042	3.589	3.656	-1.697	-3.165	-3.303	3483.577	0.607	10000	-1.959	9.294	0.491	1	-0.19	3	100	0	0	21.484	1	0	6	6	0	10	0	0.00379849	5.34
2	0	0	0	1	0	2	196.463	2.838	346.442	0	47.462	94.898	204.082	532.668	1.5	1	0.0151257	0.0035352	0.9172864	15.428	5.986	8.116	4.554	3.413	-1.968	-2.985	-3.323	3514.122	0.628	10000	-1.964	8.448	0.184	1	-0.27	3	100	0	0	23.859	1	0	6	6	0	10	0	0.00623396	4.59
4	0	0	0	1	0	2	197.448	1.395	344.106	0	41.299	96.331	206.476	527.095	1	0.75	0.0036899	0.0021796	0.9170611	15.218	5.792	7.007	3.538	3.685	-1.672	-3.165	-3.333	4020.3	0.683	10000	-1.845	9.298	0.455	1	-0.185	3	100	0	0	20.501	1	0	6	6	0	10	0	0.00379854	4.64
3	0	0	0	1	0	1	136.193	1.636	364.038	252.784	35.235	76.018	0	567.64	1	0.75	0.0047173	0.0020602	0.9107538	16.647	4.53	6.422	3.335	2.249	-1.752	-1.906	-3.339	4589.529	0.22	2568.284	-1.805	8.851	-0.368	4	-0.073	3	100	0	0	18.244	1	0	6	6	0	10	0	0.00550683	4.02
3	0	0	0	4	0	1	262.434	1.972	533.941	522.38	6.629	4.932	0	988.703	1	0.75	0.0039339	0.0014046	0.8989087	30.893	7.905	11.106	2.404	5.102	-5.03	-4.522	-3.191	8571.133	0.268	5044.915	-1.24	8.829	-0.442	3	0.994	3	100	0	0	9.321	1	1	6	6	0	19	0	0.00285776	6.39
2	0	0	0	1	0	2	189.041	3.918	373.999	42.464	42.91	145.426	143.198	583.835	0	2	0.0262891	0	0.9032782	17.958	5.959	7.244	3.7	2.768	-2.753	-2.519	-3.791	3881.324	0.504	10000	-1.702	9.859	0.904	1	-0.265	3	100	0	0	26.546	1	0	6	6	0	11	0	0	4.21
3	0	0	0	1	0	1	162.018	4.249	325.402	0	54.556	132.955	137.891	491.853	1.5	1	0.0367127	0.0037638	0.9260504	14.158	5.479	7.752	4.787	2.661	-1.768	-2.286	-3.363	3009.857	0.417	9267.632	-1.961	8.338	-0.069	1	-0.378	3	100	0	0	25.106	1	0	6	6	0	9	0	0.00755933	4.07
3	0	0	0	1	0	1	175.014	1.563	341.543	12.224	73.286	123.024	133.009	526.004	0	2	0.0046422	0	0.9226695	15.429	5.508	6.163	3.672	2.034	-1.575	-2.222	-3.37	1999.545	0.256	5600.72	-2.341	9.827	0.97	0	-0.432	3	100	0	0	35.806	1	0	6	6	0	10	0	0	4.99
5	0	0	0	1	0	2	163.003	0.843	322.395	0	47.869	135.437	139.089	485.471	1	0.75	0.0014634	0.0023263	0.9265839	13.926	5.278	6.304	3.773	2.832	-1.459	-2.453	-3.366	3483.024	0.473	10000	-1.829	9.249	0.243	1	-0.3	3	100	0	0	21.486	1	0	6	6	0	9	0	0.00460107	4.3
5	0	0	0	0	0	1	161.03	2.382	338.293	78.47	0	126.364	133.459	517.246	0	0	0.010969	0	0.9211634	15.753	4.905	4.958	1.439	3.119	-2.705	-3.2	-3.41	9906.038	0.349	10000	-1.074	9.427	0.149	1	0.12	3	100	0	0	0	0	0	6	6	0	9	0	0	4.54
1	0	0	0	3	0	0	166.176	4.501	355.266	177.949	74.708	102.609	0	571.896	0	3.5	0.0354319	0	0.9378993	15.787	5.09	6.797	4.566	0.999	-0.922	-1.338	-3.026	1938.421	-0.184	1011.69	-2.247	9.232	0.325	2	-0.785	3	91.636	0	0	51.614	3	0	6	6	0	12	0	0	3.92
7	0	0	0	3	0	1	116.203	1.914	341.124	312.056	29.068	0	0	536.815	1	1.7	0.0068257	0.0049835	0.9364159	13.403	3.883	5.654	3.215	1.577	-1.043	-0.905	-2.561	5251.042	0.162	2970.64	-1.767	10.931	-3.167	1	-0.374	3	100	0	0	17.787	1	0	0	0	0	8	0	0.0146295	2.85
10	0	0	0	1	0	2	82.145	0.5	310.736	254.046	0	56.69	0	453.277	0	0	0.0005519	0	0.918365	11.885	2.717	2.65	-0.44	2.748	-2.538	-2.534	-3.123	9906.038	0.701	5899.293	-1.224	9.061	-0.35	2	-0.109	3	100	0	0	0	0	0	0	0	0	6	0	0	3.61
4	0	0	0	1	0	1	122.166	2.041	336.037	170.314	44.837	120.887	0	513.069	1	0.75	0.0081185	0.0022319	0.9223483	14.891	4.435	5.996	3.638	2.225	-1.453	-1.624	-3.365	3721.472	0.152	2047.506	-1.824	8.932	-0.346	3	-0.224	3	100	0	0	20.356	1	0	6	6	0	9	0	0.0061392	3.86
8	0	0	0	1	0	2	110.199	0.004	361.592	329.304	0	32.288	0	555.67	0	0	0	0	0.9039767	15.75	3.548	3.925	-0.383	3.382	-3.608	-3.6	-3.24	9906.038	0.851	5899.293	-1.31	8.749	-0.369	4	0.189	3	100	0	0	0	0	0	0	0	0	8	0	0	4.46
1	0	0	0	3	0	1	177.289	2.353	436.955	315.72	36.249	84.986	0	722.978	1.5	1	0.0076609	0.0028029	0.8915481	21.665	6.181	9.007	4.116	3.048	-3.163	-2.594	-3.692	4489.022	0.079	2507.546	-1.6	8.013	-0.607	6	0.166	3	100	0	0	21.37	1	0	6	6	0	13	0	0.00690816	4.1
4	0	0	0	2	0	1	152.193	2.393	369.926	256.11	0	113.816	0	576.731	0	1.5	0.0099275	0	0.9058007	16.73	4.371	5.316	2.42	2.817	-2.399	-2.531	-3.599	9906.038	0.019	5899.293	-0.927	8.999	-0.446	3	-0.194	3	100	0	0	14.269	2	0	6	6	0	11	0	0	3.88
3	0	0	0	3	0	1	220.354	2.026	480.137	447.018	6.628	26.491	0	846.634	1	0.75	0.0048498	0.0015621	0.9014265	26.055	6.741	9.454	2.642	4.196	-4.189	-3.642	-3.253	8571.208	0.328	5044.963	-1.26	8.806	-0.424	4	0.631	3	100	0	0	9.321	1	0	6	6	0	16	0	0.00340371	5.78
3	0	0	0	3	0	1	134.177	1.859	353.531	103.831	39.852	209.847	0	551.851	1	0.75	0.0062623	0.0021215	0.9203481	16.009	5.432	6.411	3.81	2.228	-1.291	-1.865	-3.822	4149.352	0.069	2303.104	-1.227	9.147	-0.284	2	-0.201	3	100	0	0	20.472	1	0	6	6	0	10	0	0.00558975	3.95
9	1	0	0	3	0	-1	61.083	2.898	231.03	116.582	114.447	0	0	310.097	3	2.7	0.0270808	0.0202422	0.9590234	4.33	2.597	6.684	7.445	-1.318	1.708	0.67	-2.921	203	-0.048	97.66	-5.403	9.326	-2.86	3	-1.008	2	60.527	0	0	49.433	2	0	0	0	0	4	0	0.0765607	1.47
10	1	0	0	2	0	2	73.138	1.384	275.412	227.518	47.894	0	0	398.79	2	1	0.0048	0.0051349	0.9513618	8.521	2.874	5.149	4.181	0.095	1.393	0.824	-3.045	868.201	0.489	469.77	-4.273	9.37	-3.047	2	-0.724	3	80.099	0	0	24.404	1	0	0	0	0	5	0	0.0193362	2.42
10	0	0	0	2	0	1	74.122	1.961	274.621	232.362	42.259	0	0	393.828	1	1.7	0.0097674	0.0061903	0.9461684	8.323	2.483	4.036	3.365	0.759	0.054	-0.215	-2.403	3936.949	0.128	2175.942	-2.106	11.104	-3.199	1	-0.695	3	95.739	0	0	21.113	1	0	0	0	0	5	0	0.022935	1.31
8	0	0	0	1	1	1	72.107	3.575	269.923	224.595	45.328	0	0	382.603	0	2	0.0333992	0	0.9442579	8.516	2.12	3.184	2.426	0.29	0.479	0.324	-2.434	3681.769	0.164	2023.905	-2.259	10.666	-0.882	1	-0.849	3	92.471	0	0	27.42	1	0	0	0	0	5	0	0	1.35
9	0	0	0	2	0	0	70.091	1.88	270.811	175.994	60.662	34.155	0	367.435	1	1.7	0.0096221	0.0062774	0.9161204	7.593	2.153	3.888	3.714	0.678	-0.067	-0.162	-3.052	2634.156	-0.039	1409.333	-2.325	10.426	-1.772	2	-0.768	3	92.14	0	0	23.522	1	0	0	0	0	5	0	0.024254	3.84
8	0	0	0	4	0	-1	86.09	0	285.44	133.803	121.322	30.316	0	392.44	2	3.4	0	0.0168453	0.9081659	7.273	2.993	6.225	6.833	-0.386	0.672	-0.283	-3.163	700.491	-0.658	336.704	-3.265	10.354	-1.591	2	-0.961	3	75.61	0	0	47.044	2	0	0	0	0	6	0	0.0558523	3.21
2	0	0	0	1	0	1	141.6	2.263	332.737	87.83	54.554	124.134	66.219	506.482	1.5	1	0.0101071	0.0036808	0.9235059	14.659	5.046	7.188	4.72	2.063	-1.742	-1.879	-3.362	3009.974	0.239	3752.881	-1.992	8.149	-0.329	2	-0.339	3	100	0	0	25.103	1	0	6	6	0	9	0	0.00864928	3.59
4	0	0	0	1	0	1	158.559	4.881	323.038	12.231	69.087	145.162	96.557	493.609	0	2	0.0482733	0	0.9350475	14.344	4.68	6.237	3.737	1.586	-1.343	-1.872	-3.275	2191.512	0.213	3904.743	-2.185	10.043	0.969	0	-0.527	3	96.024	35.168	0	34.691	1	0	6	6	0	10	0	0	4.23
7	0	0	0	0	0	1	126.585	1.953	314.126	78.481	0	173.898	61.747	472.891	0	0	0.0080663	0	0.9344761	14.432	4.388	4.201	1.68	3.087	-2.358	-2.739	-3.422	9906.038	0.349	10000	-0.907	9.439	-0.119	1	-0.009	3	100	0	0	0	0	0	6	6	0	8	0	0	4.23
3	0	0	0	1	0	1	151.595	6.41	345.957	77.223	60.008	144.745	63.98	532.739	0	1.5	0.0771264	0	0.9186549	15.906	5.112	6.673	3.224	1.942	-2.237	-2.956	-3.539	2672.053	0.186	3207.771	-2.02	9.821	0.694	1	-0.279	3	100	0	0	25.324	1	0	6	6	0	10	0	0	4
3	0	0	0	7	1	0	156.267	3.47	463.169	418.183	44.986	0	0	740.257	0	2	0.0162698	0	0.8544376	18.976	5.223	6.221	1.566	2.841	-2.737	-1.464	-3.887	3709.341	-0.269	2040.293	-1.677	10.66	-0.872	1	-0.065	3	100	0	0	27.389	1	0	0	0	0	11	0	0	4.5
4	0	0	0	1	0	1	122.169	1.618	337.514	154.967	11.393	171.154	0	515.126	0	1.5	0.0050852	0	0.9207658	15.454	4.332	5.014	3.03	2.258	-1.878	-1.331	-3.63	7724.379	0.414	4508.431	-1.031	8.191	-0.346	2	-0.33	3	100	0	0	12.223	2	0	6	6	0	9	0	0	2.98
3	1	0	0	5	0	1	145.244	1.895	356.014	310.159	45.855	0	0	595.842	1	3.7	0.0060243	0.0103928	0.9618745	14.481	4.891	7.17	4.894	0.697	0.37	0.188	-2.875	907.721	0.33	492.926	-3.947	8.928	-2.745	2	-0.588	3	83.97	0	0	26.326	2	0	0	0	0	10	0	0.0254743	2.86
3	0	0	0	9	1	0	184.321	3.466	527.985	483.003	44.982	0	0	859.847	0	2	0.0139677	0	0.8282431	22.478	6.344	7.285	1.28	3.619	-3.71	-2.06	-4.311	3709.647	-0.416	2040.474	-1.484	10.66	-0.871	1	0.197	3	100	0	0	27.388	1	0	0	0	0	13	0	0	5.19
5	0	0	0	4	1	0	132.159	3.342	391.673	333.572	58.101	0	0	582.071	0	3.7	0.0191921	0	0.8607806	14.572	3.627	5.816	3.819	0.889	-1.051	-0.163	-3.785	2785.679	-0.2	1497.158	-2.206	10.678	-1.215	1	-0.852	3	93.806	0	0	46.652	3	0	0	0	0	9	0	0	3.5
5	0	0	0	6	0	0	130.23	1.903	387.517	338.354	49.162	0	0	612.737	1	1.7	0.0059094	0.0043869	0.9003074	14.515	4.479	5.964	2.802	2.488	-1.804	-1.164	-3.145	3386.061	-0.202	1848.789	-1.849	10.849	-3.113	1	-0.307	3	100	0	0	21.76	1	0	0	0	0	9	0	0.0130538	3.66
7	1	0	0	4	0	1	89.137	1.403	306.886	241.54	65.346	0	0	443.772	2	3.2	0.0044349	0.0147465	0.9168419	9.037	3.104	6.473	6.101	-0.301	0.914	0.733	-3.604	593.095	0.203	311.175	-4.402	9.195	-2.919	2	-0.85	2	74.817	0	0	36.024	2	0	0	0	0	6	0	0.0507701	1.78
5	0	0	0	1	0	1	124.114	3.46	305.409	15.919	74.766	176.547	38.176	457.396	0	2	0.0261771	0	0.9400376	13.195	4.141	5.33	3.926	1.531	-1.234	-1.141	-3.344	1935.935	0.033	1635.212	-2.18	10.205	0.789	0	-0.632	3	94.741	38.176	0	36.26	1	0	6	6	0	9	0	0	4.96
5	0	0	0	4	1	0	114.187	3.525	365.947	320.962	44.985	0	0	560.87	0	2	0.0221549	0	0.8987841	13.724	3.644	4.659	1.993	1.563	-1.234	-0.57	-3.17	3709.456	-0.049	2040.361	-1.965	10.657	-0.875	1	-0.459	3	100	0	0	27.389	1	0	0	0	0	8	0	0	2.94
6	0	0	0	3	1	1	100.16	3.499	333.535	288.55	44.985	0	0	501.07	0	2	0.0244307	0	0.914722	11.973	3.14	4.142	2.136	1.287	-0.858	-0.272	-2.912	3709.438	0.024	2040.35	-2.061	10.658	-0.878	1	-0.59	3	100	0	0	27.389	1	0	0	0	0	7	0	0	2.37
1	0	0	0	4	0	0	182.176	4.277	362.85	177.921	110.645	74.284	0	588.632	0	3.25	0.0310711	0	0.9361259	15.544	5.301	6.615	4.169	0.874	-0.74	-1.794	-2.92	884.414	-0.519	433.203	-2.913	9.316	0.435	3	-0.712	3	84.802	0	0	69.566	4	0	6	6	0	13	0	0	4.83
3	0	0	0	2	0	-1	201.019	2.939	336.575	15.039	119.088	125.455	76.993	515.238	0	1.75	0.0167686	0	0.9234678	14.38	5.343	5.748	3.502	1.545	-1.667	-2.89	-3.369	735.515	-0.299	937.387	-3.08	9.617	0.826	1	-0.439	3	87.299	0	0	56.57	2	0	6	6	0	10	0	0	5.19
3	0	0	0	2	0	-1	156.568	3.366	332	15.039	119.084	126.251	71.626	507.087	0	1.75	0.0223494	0	0.9262935	14.061	5.251	5.692	3.494	1.579	-1.592	-1.946	-3.327	735.568	-0.307	876.096	-3.077	9.387	0.811	1	-0.463	3	87.497	0	0	56.569	2	0	6	6	0	10	0	0	5.31
6	0	0	0	2	0	-1	122.123	2.088	307.861	15.044	119.093	173.724	0	462.778	0	1.75	0.0094175	0	0.9398505	12.741	4.74	4.799	3.734	1.288	-0.598	-1.214	-3.334	735.433	-0.456	354.894	-2.91	9.545	0.605	1	-0.592	3	85.795	0	0	56.572	2	0	6	6	0	9	0	0	4.73
6	0	0	0	4	1	0	116.116	3.024	333.778	177.574	105.104	51.1	0	488.793	1	3.7	0.0187095	0.0110852	0.8990638	11.327	3.843	6.53	5.811	0.079	-0.485	-0.399	-3.409	998.155	-0.544	493.723	-2.893	10.913	-0.046	1	-0.827	3	81.089	0	0	59.294	3	0	0	0	0	8	0	0.0318647	4.38
1	0	0	0	4	1	0	130.143	3.449	356.859	223.701	96.864	36.294	0	540.956	1	3.7	0.0219857	0.0103682	0.8997256	13.273	4.28	7.189	5.71	0.35	-0.916	-0.612	-3.328	1194.924	-0.475	599.716	-2.793	10.445	-0.086	2	-0.706	3	84.073	0	0	57.258	3	0	0	0	0	9	0	0.0284302	2.76
2	0	0	0	4	1	0	130.143	3.07	356.026	213.606	91.516	50.904	0	540.211	1	3.7	0.0174471	0.0103925	0.9010012	13.383	4.35	7.165	5.771	0.587	-1.013	-0.612	-3.377	1342.924	-0.429	680.391	-2.643	10.917	-0.043	1	-0.707	3	86.372	0	0	56.913	3	0	0	0	0	9	0	0.0284303	4.59
8	1	0	0	3	0	1	75.11	2.473	264.226	202.338	61.888	0	0	371.966	2	2.7	0.0164376	0.0144512	0.946653	6.806	2.594	5.659	5.703	-0.688	1.256	0.797	-3.121	639.61	0.321	337.635	-4.435	9.339	-2.502	3	-0.895	2	73.14	0	0	35.524	2	0	0	0	0	5	0	0.0508372	2.16
11	0	0	0	2	0	1	74.122	1.912	270.859	221.166	49.693	0	0	390.222	1	1.7	0.0093706	0.0062763	0.9534447	8.178	2.586	4.028	3.407	0.759	0.046	-0.215	-2.285	3347.029	0.079	1825.765	-2.243	10.953	-3.13	1	-0.701	3	94.476	0	0	21.939	1	0	0	0	0	5	0	0.0229351	1.69
11	0	0	0	1	0	1	74.122	2.036	268.992	226.118	42.875	0	0	388.578	1	0.75	0.0106638	0.0027882	0.957364	8.755	2.569	3.74	2.641	0.358	0.386	-0.341	-2.222	3884.355	0.191	2144.539	-2.214	11.235	-3.229	1	-0.561	3	93.281	0	0	21.572	1	0	0	0	0	5	0	0.0101185	1.06
8	0	0	0	0	0	1	93.128	1.605	290.711	91.606	19.355	179.75	0	424.418	0	1	0.0060696	0	0.9395075	12.548	3.636	3.864	2.758	1.27	-0.238	-0.946	-3.368	6491.697	0.417	3736.053	-1.243	9.929	-0.054	2	-0.417	3	100	0	0	11.579	1	0	6	6	0	7	0	0	2.02
2	0	0	0	1	0	1	144.173	1.239	344.285	0	54.152	290.133	0	535.345	1	0.75	0.0028657	0.0021784	0.9261243	17.399	5.979	7.129	4.872	2.694	-2.237	-2.308	-4.111	3036.5	0.082	1643.382	-1.399	8.73	0.493	1	-0.161	3	100	0	0	22.411	1	0	10	10	0	11	0	0.00520202	4.62
3	0	0	0	6	1	0	142.241	3.511	430.765	385.78	44.985	0	0	680.465	0	2	0.0181154	0	0.868551	17.226	4.683	5.699	1.708	2.489	-2.273	-1.166	-3.659	3709.418	-0.196	2040.338	-1.773	10.659	-0.873	1	-0.196	3	100	0	0	27.389	1	0	0	0	0	10	0	0	3.97
4	0	0	0	5	1	0	128.214	3.479	398.359	353.373	44.985	0	0	620.67	0	2	0.0195001	0	0.8833471	15.475	4.157	5.17	1.851	2.114	-1.769	-0.868	-3.42	3709.405	-0.122	2040.331	-1.869	10.658	-0.874	1	-0.327	3	100	0	0	27.389	1	0	0	0	0	9	0	0	3.45
7	0	0	0	2	1	1	86.133	3.568	301.127	256.142	44.985	0	0	441.273	0	2	0.0288418	0	0.9308676	10.222	2.641	3.655	2.278	1.206	-0.746	0.026	-2.651	3709.438	0.097	2040.35	-2.157	10.653	-0.88	1	-0.721	3	100	0	0	27.389	1	0	0	0	0	6	0	0	1.84
1	0	0	0	4	0	0	138.166	2.782	358.881	97.666	55.011	206.204	0	545.418	1	2.45	0.014185	0.0068268	0.8995684	15.074	5.232	7.105	5.355	1.606	-1.137	-1.459	-4.14	2980.104	-0.131	1610.416	-1.423	9.07	-0.416	2	-0.513	3	100	0	0	30.877	2	0	6	6	0	10	0	0.0177324	2.6
6	0	0	0	1	0	0	104.111	6.459	295.197	0	94.746	200.451	0	428.149	0	2.5	0.0974475	0	0.9306432	12.253	4.25	6.183	4.679	0.004	-1.279	-1.484	-3.61	1251.486	-0.226	630.458	-2.464	10.514	0.845	1	-0.85	3	82.406	0	0	37.69	2	0	6	6	0	8	0	0	2.16
2	0	0	0	3	0	-1	253.13	0.01	452.708	0	108.905	211.466	132.338	742.006	3	2	1e-07	0.007652	0.8755588	23.634	8.937	13.498	8.736	2.233	-3.263	-3.958	-4.554	918.665	-0.24	2395.927	-2.494	7.733	0.113	3	-0.113	3	93.057	0	0	50.147	2	0	12	12	0	16	0	0.0136851	5.09
